Keyword,Co-occurring Word,Frequency,Category
mobile health,factor,12,Other
mobile health,although,13,Other
mobile health,create,12,Other
mobile health,messages,13,Other
mobile health,emerged,12,Other
mobile health,basis,14,Other
mobile health,effect,15,Other
mobile health,overall,28,Other
mobile health,easy,13,Other
mobile health,focused,10,Other
mobile health,open,10,Other
mobile health,received,19,Other
mobile health,acceptable,10,Other
mobile health,web,10,Other
mobile health,platforms,16,Other
mobile health,observed,10,Other
mobile health,measures,21,Other
mobile health,additional,12,Other
mobile health,family,13,Other
mobile health,activities,15,Other
mobile health,others,11,Other
mobile health,explored,10,Other
mobile health,promotion,10,Other
mobile health,addition,20,Other
mobile health,consumption,11,Other
mobile health,local,14,Other
mobile health,platform,20,Other
mobile health,message,10,Other
mobile health,strategy,13,Other
mobile health,training,13,Other
mobile health,amount,11,Other
mobile health,frequency,15,Other
mobile health,few,14,Other
mobile health,aging,12,Other
mobile health,versus,10,Other
mobile health,created,10,Other
mobile health,demonstrated,20,Other
mobile health,relationship,10,Other
mobile health,nutrition,11,Other
mobile health,prototype,15,Other
mobile health,great,10,Other
mobile health,version,15,Other
mobile health,interface,12,Other
mobile health,six,15,Other
mobile health,lead,14,Other
mobile health,needed,15,Other
mobile health,ensure,10,Other
mobile health,previously,13,Other
mobile health,convenience,11,Other
mobile health,enhanced,10,Other
mobile health,transcribed,10,Other
mobile health,evaluating,15,Other
mobile health,inform,11,Other
mobile health,response,14,Other
mobile health,moreover,11,Other
mobile health,image,11,Other
mobile health,condition,10,Other
mobile health,concept,10,Other
mobile health,motivated,10,Other
mobile health,interest,10,Other
mobile health,licensee,22,Other
mobile health,mdpi,22,Other
mobile health,basel,22,Other
mobile health,poor,12,Other
mobile health,computing,20,Other
mobile health,enabling,12,Other
mobile health,reliability,10,Other
mobile health,reduction,10,Other
mobile health,reporting,10,Other
mobile health,correlation,10,Other
mobile health,record,13,Other
mobile health,maternal,12,Other
mobile health,comparison,13,Other
mobile health,efforts,12,Other
mobile health,rapid,10,Other
mobile health,stress,16,Other
mobile health,suggestions,11,Other
mobile health,interaction,21,Other
mobile health,affect,10,Other
mobile health,usefulness,11,Other
mobile health,physician,10,Other
mobile health,times,11,Other
mobile health,testing,16,Other
mobile health,expressed,11,Other
mobile health,behaviors,17,Other
mobile health,motivate,11,Other
mobile health,remotely,16,Other
mobile health,advantages,14,Other
mobile health,discuss,14,Other
mobile health,concerns,11,Other
mobile health,remain,11,Other
mobile health,greater,15,Other
mobile health,llc,12,Other
mobile health,business,15,Other
mobile health,typically,10,Other
mobile health,presence,11,Other
mobile health,depression,10,Other
mobile health,shown,13,Other
mobile health,recent,13,Other
mobile health,strong,10,Other
mobile health,alternative,10,Other
mobile health,even,10,Other
mobile health,original,13,Other
mobile health,rural,11,Other
mobile health,mortality,10,Other
mobile health,demand,12,Other
mobile health,communications,11,Other
mobile health,discussed,17,Other
mobile health,outcome,10,Other
rehabilitation,support,15,Other
rehabilitation,time,11,Other
rehabilitation,are,21,Other
rehabilitation,results,20,Other
rehabilitation,patient,18,Other
rehabilitation,therapy,13,Other
rehabilitation,there,10,Other
rehabilitation,study,19,Other
rehabilitation,physical,14,Other
rehabilitation,provide,12,Other
rehabilitation,for,32,Other
rehabilitation,that,24,Other
rehabilitation,system,19,Other
rehabilitation,and,36,Other
rehabilitation,these,12,Other
rehabilitation,three,15,Other
rehabilitation,also,13,Other
rehabilitation,used,17,Other
rehabilitation,patients,21,Other
rehabilitation,application,11,Other
rehabilitation,developed,13,Other
rehabilitation,this,35,Other
rehabilitation,clinical,13,Other
rehabilitation,authors,16,Other
rehabilitation,using,19,Other
rehabilitation,methods,11,Other
rehabilitation,with,33,Other
rehabilitation,approach,10,Other
rehabilitation,was,21,Other
rehabilitation,were,22,Other
rehabilitation,data,12,Other
rehabilitation,through,11,Other
rehabilitation,participants,14,Other
rehabilitation,all,13,Other
rehabilitation,have,15,Other
rehabilitation,access,10,Other
rehabilitation,their,24,Other
rehabilitation,during,10,Other
rehabilitation,use,26,Other
rehabilitation,care,15,Other
rehabilitation,technology,13,Other
rehabilitation,has,13,Other
rehabilitation,design,12,Other
rehabilitation,from,22,Other
rehabilitation,can,16,Other
rehabilitation,virtual,10,Other
rehabilitation,into,13,Other
rehabilitation,analysis,10,Other
rehabilitation,improve,13,Other
rehabilitation,but,11,Other
rehabilitation,may,10,Other
rehabilitation,based,11,Other
rehabilitation,been,12,Other
rehabilitation,applications,15,Other
rehabilitation,licensee,10,Other
rehabilitation,switzerland,10,Other
rehabilitation,mdpi,10,Other
rehabilitation,basel,10,Other
telehealth,interviews,31,Other
telehealth,usability,19,usability
telehealth,cognitive,11,Other
telehealth,ease,11,Other
telehealth,was,136,Other
telehealth,years,29,Other
telehealth,were,130,Other
telehealth,clinics,13,Other
telehealth,evaluation,25,Other
telehealth,showed,19,Other
telehealth,pittsburgh,26,Other
telehealth,conclusion,45,Other
telehealth,participants,51,Other
telehealth,satisfaction,23,Other
telehealth,study,114,Other
telehealth,factor,10,Other
telehealth,from,118,Other
telehealth,library,29,Other
telehealth,questionnaire,14,Other
telehealth,for,203,Other
telehealth,utility,18,utility
telehealth,all,91,Other
telehealth,could,28,Other
telehealth,mean,15,Other
telehealth,system,66,Other
telehealth,two,33,Other
telehealth,and,215,Other
telehealth,three,23,Other
telehealth,five,23,Other
telehealth,usefulness,11,Other
telehealth,university,31,Other
telehealth,reserved,54,Other
telehealth,completed,32,Other
telehealth,effectiveness,21,Other
telehealth,aimed,19,Other
telehealth,use,163,Other
telehealth,pilot,13,Other
telehealth,this,173,Other
telehealth,respectively,11,Other
telehealth,investigate,13,Other
telehealth,age,23,Other
telehealth,general,21,Other
telehealth,with,176,Other
telehealth,evaluate,22,Other
telehealth,analysis,47,Other
telehealth,rights,54,Other
telehealth,population,27,Other
telehealth,revealed,16,Other
telehealth,purpose,30,Other
telehealth,rural,20,Other
telehealth,results,117,Other
telehealth,network,13,Other
telehealth,patient,82,Other
telehealth,designed,12,Other
telehealth,yet,13,Other
telehealth,groups,25,Other
telehealth,sample,16,Other
telehealth,acceptability,14,Other
telehealth,beyond,10,Other
telehealth,key,33,Other
telehealth,impact,29,Other
telehealth,model,46,Other
telehealth,between,59,Other
telehealth,how,43,Other
telehealth,various,18,Other
telehealth,that,156,Other
telehealth,clinician,13,Other
telehealth,examining,11,Other
telehealth,pandemic,82,Other
telehealth,multiple,25,Other
telehealth,facilitate,22,Other
telehealth,important,22,Other
telehealth,access,61,Other
telehealth,including,33,Other
telehealth,well,39,Other
telehealth,telemedicine,62,Other
telehealth,factors,29,Other
telehealth,integrated,10,Other
telehealth,survey,49,Other
telehealth,better,20,Other
telehealth,used,89,Other
telehealth,during,89,Other
telehealth,patients,105,Other
telehealth,provision,16,Other
telehealth,conclusions,28,Other
telehealth,perceived,18,Other
telehealth,implementation,57,Other
telehealth,availability,11,Other
telehealth,examine,24,Other
telehealth,individual,16,Other
telehealth,ability,18,Other
telehealth,introduction,13,Other
telehealth,conducted,56,Other
telehealth,research,74,Other
telehealth,organization,11,Other
telehealth,technologies,36,Other
telehealth,methods,83,Other
telehealth,different,24,Other
telehealth,approach,38,Other
telehealth,digital,38,Other
telehealth,care,117,Other
telehealth,respondents,18,Other
telehealth,least,12,Other
telehealth,increased,42,Other
telehealth,increase,26,Other
telehealth,understanding,29,Other
telehealth,has,81,Other
telehealth,significant,43,Other
telehealth,early,16,Other
telehealth,systems,30,Other
telehealth,may,54,Other
telehealth,areas,19,Other
telehealth,center,17,Other
telehealth,across,25,Other
telehealth,online,24,Other
telehealth,new,39,Other
telehealth,not,78,Other
telehealth,development,23,Other
telehealth,national,15,Other
telehealth,technical,10,Other
telehealth,they,47,Other
telehealth,states,14,Other
telehealth,require,13,Other
telehealth,which,64,Other
telehealth,indicated,11,Other
telehealth,provide,50,Other
telehealth,training,38,Other
telehealth,providers,48,Other
telehealth,populations,22,Other
telehealth,children,13,Other
telehealth,administration,11,Other
telehealth,participated,18,Other
telehealth,via,33,Other
telehealth,exposure,10,Other
telehealth,provided,25,Other
telehealth,specific,11,Other
telehealth,many,39,Other
telehealth,behavioral,17,Other
telehealth,receiving,11,Other
telehealth,these,60,Other
telehealth,identify,25,Other
telehealth,questions,18,Other
telehealth,effective,32,Other
telehealth,their,85,Other
telehealth,those,29,Other
telehealth,continued,14,Other
telehealth,existing,14,Other
telehealth,changes,14,Other
telehealth,distributed,11,Other
telehealth,still,19,Other
telehealth,help,23,Other
telehealth,some,26,Other
telehealth,author,59,Other
telehealth,majority,13,Other
telehealth,especially,21,Other
telehealth,service,42,Other
telehealth,improved,26,Other
telehealth,concerns,18,Other
telehealth,benefits,37,Other
telehealth,needs,25,Other
telehealth,clinical,63,Other
telehealth,qualitative,30,Other
telehealth,increasing,24,Other
telehealth,centers,13,Other
telehealth,integration,18,Other
telehealth,provider,30,Other
telehealth,most,43,Other
telehealth,mental,41,Other
telehealth,practice,36,Other
telehealth,but,39,Other
telehealth,approaches,11,Other
telehealth,while,35,Other
telehealth,needed,17,Other
telehealth,response,22,Other
telehealth,other,34,Other
telehealth,one,38,Other
telehealth,identified,31,Other
telehealth,despite,15,Other
telehealth,about,41,Other
telehealth,settings,11,Other
telehealth,technology,88,Other
telehealth,address,31,Other
telehealth,efficiency,13,Other
telehealth,nature,33,Other
telehealth,method,29,Other
telehealth,value,11,Other
telehealth,paper,37,Other
telehealth,data,87,Other
telehealth,through,60,Other
telehealth,show,19,Other
telehealth,medical,46,Other
telehealth,such,41,Other
telehealth,secure,13,Other
telehealth,than,54,Other
telehealth,any,16,Other
telehealth,information,48,Other
telehealth,can,87,Other
telehealth,large,12,Other
telehealth,licence,20,Other
telehealth,springer,33,Other
telehealth,behavior,10,Other
telehealth,proposed,24,Other
telehealth,provides,21,Other
telehealth,applications,16,Other
telehealth,have,75,Other
telehealth,under,36,Other
telehealth,also,59,Other
telehealth,order,11,Other
telehealth,case,27,Other
telehealth,offers,12,Other
telehealth,complex,10,Other
telehealth,exclusive,20,Other
telehealth,into,31,Other
telehealth,environment,13,Other
telehealth,our,52,Other
telehealth,available,17,Other
telehealth,framework,21,Other
telehealth,security,10,ethical consideration
telehealth,novel,16,Other
telehealth,support,47,Other
telehealth,within,32,Other
telehealth,science,22,Other
telehealth,significantly,22,Other
telehealth,been,45,Other
telehealth,events,10,Other
telehealth,internet,19,Other
telehealth,review,28,Other
telehealth,efforts,13,Other
telehealth,there,35,Other
telehealth,trends,14,Other
telehealth,healthcare,74,Other
telehealth,usage,30,Other
telehealth,strategies,14,Other
telehealth,more,66,Other
telehealth,over,26,Other
telehealth,technological,17,Other
telehealth,crisis,13,Other
telehealth,need,40,Other
telehealth,aims,17,Other
telehealth,delivery,35,Other
telehealth,background,45,Other
telehealth,facilities,10,Other
telehealth,established,10,Other
telehealth,global,17,Other
telehealth,literature,21,Other
telehealth,solutions,27,Other
telehealth,ehealth,13,Other
telehealth,emerging,11,Other
telehealth,platform,21,Other
telehealth,services,83,Other
telehealth,current,25,Other
telehealth,utilization,43,Other
telehealth,findings,43,Other
telehealth,article,15,Other
telehealth,conditions,19,Other
telehealth,public,17,Other
telehealth,however,61,Other
telehealth,advanced,10,Other
telehealth,face,13,Other
telehealth,safety,13,Other
telehealth,toward,16,Other
telehealth,telerehabilitation,17,Other
telehealth,total,17,Other
telehealth,number,26,Other
telehealth,traditional,15,Other
telehealth,influence,13,Other
telehealth,heart,11,Other
telehealth,differences,20,Other
telehealth,models,14,Other
telehealth,work,27,Other
telehealth,quantitative,19,Other
telehealth,had,31,Other
telehealth,disease,34,Other
telehealth,utilized,14,Other
telehealth,high,36,Other
telehealth,compared,26,Other
telehealth,older,15,Other
telehealth,interview,10,Other
telehealth,using,88,Other
telehealth,potentially,13,Other
telehealth,problems,11,Other
telehealth,opportunities,15,Other
telehealth,are,117,Other
telehealth,adults,28,Other
telehealth,therapy,30,Other
telehealth,world,12,Other
telehealth,consider,11,Other
telehealth,its,43,Other
telehealth,professionals,22,Other
telehealth,virtual,20,Other
telehealth,social,22,Other
telehealth,who,51,Other
telehealth,both,46,Other
telehealth,community,11,Other
telehealth,role,28,Other
telehealth,future,42,Other
telehealth,examined,19,Other
telehealth,literacy,10,Other
telehealth,therapeutic,12,Other
telehealth,experience,33,Other
telehealth,individuals,20,Other
telehealth,confidence,11,Other
telehealth,found,36,Other
telehealth,perspectives,15,Other
telehealth,positive,21,Other
telehealth,design,29,Other
telehealth,vital,14,Other
telehealth,developing,19,Other
telehealth,based,39,Other
telehealth,limited,29,Other
telehealth,monitoring,32,Other
telehealth,remote,42,Other
telehealth,users,32,Other
telehealth,monitor,12,Other
telehealth,when,47,Other
telehealth,understand,24,Other
telehealth,management,27,Other
telehealth,resources,11,Other
telehealth,emergency,13,Other
telehealth,day,12,Other
telehealth,medicine,14,Other
telehealth,average,18,Other
telehealth,quality,36,Other
telehealth,involved,11,Other
telehealth,distribution,13,Other
telehealth,first,30,Other
telehealth,feasible,14,Other
telehealth,received,19,Other
telehealth,rate,21,Other
telehealth,daily,13,Other
telehealth,team,13,Other
telehealth,pain,12,Other
telehealth,period,17,Other
telehealth,performance,15,Other
telehealth,often,11,Other
telehealth,each,16,Other
telehealth,pediatric,12,Other
telehealth,primary,20,Other
telehealth,physicians,10,Other
telehealth,outcomes,38,Other
telehealth,describe,14,Other
telehealth,related,26,Other
telehealth,consultations,13,Other
telehealth,innovation,11,Other
telehealth,after,30,Other
telehealth,initial,12,Other
telehealth,visits,25,Other
telehealth,prevent,12,Other
telehealth,continue,15,Other
telehealth,switzerland,24,Other
telehealth,shift,11,Other
telehealth,change,12,Other
telehealth,did,13,Other
telehealth,although,16,Other
telehealth,reported,26,Other
telehealth,among,37,Other
telehealth,environments,13,Other
telehealth,them,14,Other
telehealth,rapid,16,Other
telehealth,same,10,Other
telehealth,interventions,12,Other
telehealth,indicate,12,Other
telehealth,regarding,29,Other
telehealth,perspective,18,Other
telehealth,transition,13,Other
telehealth,since,11,Other
telehealth,insurance,10,Other
telehealth,barriers,42,Other
telehealth,explore,17,Other
telehealth,programs,16,Other
telehealth,clinicians,21,Other
telehealth,working,10,Other
telehealth,supported,10,Other
telehealth,focused,13,Other
telehealth,associated,30,Other
telehealth,asked,11,Other
telehealth,feedback,19,Other
telehealth,given,12,Other
telehealth,living,17,Other
telehealth,successful,15,Other
telehealth,implementing,23,Other
telehealth,protection,11,Other
telehealth,tool,15,Other
telehealth,copyright,15,Other
telehealth,prior,15,Other
telehealth,improve,30,Other
telehealth,group,29,Other
telehealth,feasibility,18,Other
telehealth,widely,11,Other
telehealth,developed,21,Other
telehealth,knowledge,21,Other
telehealth,clinic,15,Other
telehealth,requires,12,Other
telehealth,processes,11,Other
telehealth,government,17,Other
telehealth,being,22,Other
telehealth,video,22,Other
telehealth,engagement,25,Other
telehealth,necessary,11,Other
telehealth,mhealth,11,Other
telehealth,assessment,22,Other
telehealth,requirements,10,Other
telehealth,routine,10,Other
telehealth,therefore,13,Other
telehealth,included,36,Other
telehealth,evaluated,15,Other
telehealth,symptoms,11,Other
telehealth,main,16,Other
telehealth,times,10,Other
telehealth,part,28,Other
telehealth,validated,10,Other
telehealth,develop,16,Other
telehealth,mobile,20,Other
telehealth,considered,14,Other
telehealth,coronavirus,13,Other
telehealth,application,14,Other
telehealth,effects,18,Other
telehealth,result,10,Other
telehealth,range,17,Other
telehealth,out,11,Other
telehealth,level,15,Other
telehealth,experts,10,Other
telehealth,less,17,Other
telehealth,mary,18,Other
telehealth,inc,20,Other
telehealth,perceptions,17,Other
telehealth,worldwide,10,Other
telehealth,published,23,Other
telehealth,common,19,Other
telehealth,improvements,10,Other
telehealth,risk,22,Other
telehealth,potential,43,Other
telehealth,what,10,Other
telehealth,setting,14,Other
telehealth,adoption,36,Other
telehealth,interest,10,Other
telehealth,liebert,18,Other
telehealth,ann,20,Other
telehealth,providing,17,Other
telehealth,strong,12,Other
telehealth,standard,11,Other
telehealth,present,10,Other
telehealth,accuracy,10,Other
telehealth,physical,26,Other
telehealth,learning,14,Other
telehealth,due,24,Other
telehealth,then,11,Other
telehealth,obtained,12,Other
telehealth,authors,18,Other
telehealth,improving,16,Other
telehealth,intervention,28,Other
telehealth,affect,11,Other
telehealth,home,16,Other
telehealth,therapists,11,Other
telehealth,devices,17,Other
telehealth,tools,17,Other
telehealth,following,12,Other
telehealth,life,16,Other
telehealth,comprehensive,13,Other
telehealth,specifically,13,Other
telehealth,electronic,23,Other
telehealth,device,11,Other
telehealth,studies,28,Other
telehealth,appropriate,12,Other
telehealth,treatment,35,Other
telehealth,challenge,14,Other
telehealth,reduce,12,Other
telehealth,analyzed,17,Other
telehealth,themes,15,Other
telehealth,assess,14,Other
telehealth,business,13,Other
telehealth,before,14,Other
telehealth,discussion,18,Other
telehealth,media,14,Other
telehealth,unique,15,Other
telehealth,descriptive,11,Other
telehealth,collected,19,Other
telehealth,llc,12,Other
telehealth,score,12,Other
telehealth,cases,18,Other
telehealth,required,13,Other
telehealth,only,32,Other
telehealth,communication,22,Other
telehealth,making,11,Other
telehealth,explored,13,Other
telehealth,should,29,Other
telehealth,aim,14,Other
telehealth,will,17,Other
telehealth,time,48,Other
telehealth,half,10,Other
telehealth,surveys,16,Other
telehealth,scores,12,Other
telehealth,assessed,18,Other
telehealth,associations,10,Other
telehealth,acceptance,25,Other
telehealth,program,24,Other
telehealth,further,30,Other
telehealth,additional,13,Other
telehealth,responses,17,Other
telehealth,field,13,Other
telehealth,control,18,Other
telehealth,suggest,15,Other
telehealth,analyze,11,Other
telehealth,would,16,Other
telehealth,visit,10,Other
telehealth,scale,16,Other
telehealth,experimental,15,Other
telehealth,higher,20,Other
telehealth,similar,11,Other
telehealth,numerous,11,Other
telehealth,addressing,12,Other
telehealth,characteristics,15,Other
telehealth,education,24,Other
telehealth,increases,10,Other
telehealth,issues,19,Other
telehealth,importance,10,Other
telehealth,promote,17,Other
telehealth,challenges,45,Other
telehealth,questionnaires,12,Other
telehealth,solution,11,Other
telehealth,several,16,Other
telehealth,low,11,Other
telehealth,tests,10,Other
telehealth,determine,20,Other
telehealth,without,16,Other
telehealth,four,13,Other
telehealth,anxiety,13,Other
telehealth,likely,12,Other
telehealth,whether,12,Other
telehealth,rates,12,Other
telehealth,association,12,Other
telehealth,depression,11,Other
telehealth,sessions,17,Other
telehealth,delivered,20,Other
telehealth,widespread,11,Other
telehealth,major,15,Other
telehealth,capacity,10,Other
telehealth,receive,11,Other
telehealth,direct,13,Other
telehealth,relevant,10,Other
telehealth,spread,14,Other
telehealth,united,14,Other
telehealth,records,10,Other
telehealth,enhance,15,Other
telehealth,content,11,Other
telehealth,process,12,Other
telehealth,user,21,Other
telehealth,easy,10,Other
telehealth,participant,11,Other
telehealth,taking,10,Other
telehealth,adherence,12,Other
telehealth,randomized,10,Other
telehealth,status,11,Other
telehealth,furthermore,10,Other
telehealth,record,14,Other
telehealth,reduced,10,Other
telehealth,disparities,10,Other
telehealth,awareness,12,Other
telehealth,known,12,Other
telehealth,critical,13,Other
telehealth,way,10,Other
telehealth,chronic,21,Other
telehealth,context,15,Other
telehealth,lack,26,Other
telehealth,evidence,10,Other
telehealth,experiences,24,Other
telehealth,guidance,12,Other
telehealth,practices,19,Other
telehealth,useful,15,Other
telehealth,guide,10,Other
telehealth,manage,13,Other
telehealth,communities,11,Other
telehealth,reducing,10,Other
telehealth,measures,13,Other
telehealth,theory,11,Other
telehealth,app,12,Other
telehealth,greater,14,Other
telehealth,selected,10,Other
telehealth,members,13,Other
telehealth,goal,11,Other
telehealth,improvement,12,Other
telehealth,suggests,10,Other
telehealth,objective,35,Other
telehealth,felt,12,Other
telehealth,able,13,Other
telehealth,particularly,14,Other
telehealth,enhancing,10,Other
telehealth,overall,19,Other
telehealth,ensure,12,Other
telehealth,increasingly,12,Other
telehealth,activities,10,Other
telehealth,baseline,11,Other
telehealth,staff,16,Other
telehealth,professional,11,Other
telehealth,activity,12,Other
telehealth,effect,10,Other
telehealth,rehabilitation,19,Other
telehealth,uses,15,Other
telehealth,presents,12,Other
telehealth,human,17,Other
telehealth,levels,15,Other
telehealth,sustainability,15,sustainable development
telehealth,objectives,13,Other
telehealth,allows,11,Other
telehealth,methodology,10,Other
telehealth,become,16,Other
telehealth,variety,11,Other
telehealth,personal,11,Other
telehealth,intention,12,Other
telehealth,views,10,Other
telehealth,growing,11,Other
telehealth,hospitals,13,Other
telehealth,best,18,Other
telehealth,months,10,Other
usability,interviews,13,Other
usability,cognitive,13,Other
usability,ease,10,Other
usability,was,63,Other
usability,years,12,Other
usability,were,58,Other
usability,evaluation,46,Other
usability,showed,12,Other
usability,conclusion,17,Other
usability,participants,34,Other
usability,satisfaction,16,Other
usability,study,79,Other
usability,from,55,Other
usability,questionnaire,17,Other
usability,for,90,Other
usability,all,27,Other
usability,mean,14,Other
usability,system,43,Other
usability,two,25,Other
usability,and,97,Other
usability,three,15,Other
usability,five,11,Other
usability,completed,10,Other
usability,effectiveness,13,Other
usability,use,52,Other
usability,pilot,11,Other
usability,this,87,Other
usability,version,12,Other
usability,with,81,Other
usability,evaluate,17,Other
usability,analysis,33,Other
usability,population,14,Other
usability,purpose,11,Other
usability,support,12,Other
usability,results,59,Other
usability,designed,22,Other
usability,design,50,Other
usability,user,44,Other
usability,based,36,Other
usability,evaluated,25,Other
usability,development,29,Other
usability,information,38,Other
usability,tool,14,Other
usability,among,20,Other
usability,assessed,10,Other
usability,that,71,Other
usability,develop,16,Other
usability,had,13,Other
usability,facilitate,12,Other
usability,them,15,Other
usability,mobile,56,Other
usability,who,14,Other
usability,their,53,Other
usability,literature,13,Other
usability,limitations,10,Other
usability,used,43,Other
usability,application,40,Other
usability,content,12,Other
usability,app,33,Other
usability,developed,29,Other
usability,objective,15,Other
usability,into,24,Other
usability,findings,18,Other
usability,needs,22,Other
usability,conducted,21,Other
usability,methodology,13,Other
usability,related,11,Other
usability,apps,24,Other
usability,research,36,Other
usability,most,25,Other
usability,approach,20,Other
usability,identified,26,Other
usability,time,18,Other
usability,found,16,Other
usability,mhealth,38,Other
usability,has,24,Other
usability,adults,16,Other
usability,significant,15,Other
usability,assessment,19,Other
usability,groups,10,Other
usability,been,13,Other
usability,such,31,Other
usability,work,17,Other
usability,first,11,Other
usability,which,23,Other
usability,tools,17,Other
usability,score,21,Other
usability,solution,10,Other
usability,background,27,Other
usability,potential,16,Other
usability,group,21,Other
usability,performance,12,Other
usability,good,12,Other
usability,effective,12,Other
usability,also,32,Other
usability,high,26,Other
usability,conclusions,19,Other
usability,author,34,Other
usability,older,15,Other
usability,scale,29,Other
usability,terms,12,Other
usability,methods,44,Other
usability,while,26,Other
usability,digital,24,Other
usability,one,21,Other
usability,assess,16,Other
usability,patient,20,Other
usability,science,14,Other
usability,systems,20,Other
usability,feedback,17,Other
usability,online,15,Other
usability,real,12,Other
usability,its,33,Other
usability,model,21,Other
usability,between,15,Other
usability,not,28,Other
usability,can,31,Other
usability,they,21,Other
usability,provide,26,Other
usability,social,12,Other
usability,each,15,Other
usability,identify,12,Other
usability,issues,20,Other
usability,help,14,Other
usability,easy,15,Other
usability,users,40,Other
usability,process,25,Other
usability,should,11,Other
usability,aim,13,Other
usability,using,48,Other
usability,different,15,Other
usability,understand,12,Other
usability,after,15,Other
usability,analyzed,13,Other
usability,problems,16,Other
usability,experience,23,Other
usability,according,10,Other
usability,about,17,Other
usability,questionnaires,12,Other
usability,are,53,Other
usability,method,17,Other
usability,average,13,Other
usability,quality,18,Other
usability,healthcare,20,Other
usability,applications,35,Other
usability,these,37,Other
usability,interaction,12,Other
usability,care,20,Other
usability,management,11,Other
usability,medical,13,Other
usability,new,16,Other
usability,overall,18,Other
usability,including,18,Other
usability,measured,10,Other
usability,implementation,13,Other
usability,higher,15,Other
usability,clinical,11,Other
usability,acceptance,12,Other
usability,technology,30,Other
usability,address,16,Other
usability,nature,14,Other
usability,through,30,Other
usability,springer,13,Other
usability,acceptable,11,Other
usability,important,12,Other
usability,due,10,Other
usability,provides,11,Other
usability,interventions,10,Other
usability,other,17,Other
usability,testing,20,Other
usability,number,13,Other
usability,features,11,Other
usability,usage,13,Other
usability,more,24,Other
usability,how,16,Other
usability,part,15,Other
usability,electronic,11,Other
usability,chronic,12,Other
usability,factors,12,Other
usability,patients,28,Other
usability,some,13,Other
usability,perceived,12,Other
usability,our,16,Other
usability,explore,12,Other
usability,collected,16,Other
usability,level,14,Other
usability,but,17,Other
usability,needed,14,Other
usability,interface,17,Other
usability,set,12,Other
usability,data,43,Other
usability,over,11,Other
usability,monitoring,10,Other
usability,platform,16,Other
usability,several,12,Other
usability,case,10,Other
usability,adoption,13,Other
usability,however,27,Other
usability,technologies,17,Other
usability,intervention,14,Other
usability,positive,11,Other
usability,guidelines,14,Other
usability,than,22,Other
usability,improve,21,Other
usability,well,14,Other
usability,both,26,Other
usability,ehealth,17,Other
usability,order,10,Other
usability,services,13,Other
usability,future,12,Other
usability,when,13,Other
usability,will,19,Other
usability,paper,32,Other
usability,developing,13,Other
usability,devices,11,Other
usability,many,10,Other
usability,have,30,Other
usability,researchers,15,Other
usability,few,11,Other
usability,authors,15,Other
usability,sus,15,Other
usability,impact,17,Other
usability,quantitative,12,Other
usability,reported,15,Other
usability,task,10,Other
usability,need,15,Other
usability,aims,15,Other
usability,qualitative,15,Other
usability,human,10,Other
usability,during,14,Other
usability,framework,11,Other
usability,novel,11,Other
usability,focus,19,Other
usability,further,27,Other
usability,total,11,Other
usability,software,13,Other
usability,scores,18,Other
usability,out,15,Other
usability,experts,10,Other
usability,useful,10,Other
usability,performed,14,Other
usability,llc,11,Other
usability,may,19,Other
usability,result,13,Other
usability,efficiency,10,Other
usability,main,20,Other
usability,common,11,Other
usability,public,10,Other
usability,there,18,Other
usability,disease,11,Other
usability,critical,15,Other
usability,current,15,Other
usability,personal,10,Other
usability,global,10,Other
access,was,12,Other
access,were,10,Other
access,for,14,Other
access,and,14,Other
access,patients,11,Other
access,use,11,Other
access,this,13,Other
access,with,10,Other
access,care,13,Other
access,study,10,Other
electronic health record,are,33,Other
electronic health record,efficiency,10,Other
electronic health record,ehr,37,Other
electronic health record,healthcare,30,Other
electronic health record,its,15,Other
electronic health record,from,29,Other
electronic health record,which,27,Other
electronic health record,provide,11,Other
electronic health record,ehrs,13,Other
electronic health record,for,47,Other
electronic health record,that,40,Other
electronic health record,furthermore,10,Other
electronic health record,electronic,50,Other
electronic health record,system,33,Other
electronic health record,and,50,Other
electronic health record,these,15,Other
electronic health record,record,50,Other
electronic health record,use,35,Other
electronic health record,our,16,Other
electronic health record,this,41,Other
electronic health record,public,11,Other
electronic health record,using,30,Other
electronic health record,with,43,Other
electronic health record,approach,13,Other
electronic health record,records,34,Other
electronic health record,secure,12,Other
electronic health record,results,15,Other
electronic health record,were,12,Other
electronic health record,has,25,Other
electronic health record,paper,25,Other
electronic health record,data,39,Other
electronic health record,through,13,Other
electronic health record,medical,29,Other
electronic health record,study,22,Other
electronic health record,work,12,Other
electronic health record,model,15,Other
electronic health record,between,18,Other
electronic health record,among,11,Other
electronic health record,proposed,18,Other
electronic health record,provides,11,Other
electronic health record,used,26,Other
electronic health record,objective,10,Other
electronic health record,compared,10,Other
electronic health record,clinical,16,Other
electronic health record,research,19,Other
electronic health record,level,11,Other
electronic health record,analysis,15,Other
electronic health record,other,17,Other
electronic health record,was,19,Other
electronic health record,international,11,Other
electronic health record,more,12,Other
electronic health record,can,17,Other
electronic health record,have,20,Other
electronic health record,three,10,Other
electronic health record,their,19,Other
electronic health record,patients,28,Other
electronic health record,collected,10,Other
electronic health record,methods,11,Other
electronic health record,care,23,Other
electronic health record,patient,24,Other
electronic health record,traditional,10,Other
electronic health record,network,10,Other
