Keyword,Co-occurring Word,Frequency
security,its,39
security,mechanisms,20
security,electronic,23
security,reliable,11
security,record,13
security,literature,14
security,process,21
security,methods,23
security,analyzed,10
security,must,10
security,parameters,14
security,from,66
security,open,10
security,vulnerable,10
security,human,13
security,algorithm,17
security,ieee,41
security,performed,10
security,implementation,15
security,message,10
security,highly,16
security,management,27
security,threats,15
security,standard,15
security,may,10
security,possible,14
security,than,16
security,confidential,11
security,monitoring,31
security,solution,18
security,mobile,44
security,cost,20
security,moreover,14
security,existing,29
security,types,12
security,environment,25
security,or,43
security,communications,21
security,problems,13
security,attack,23
security,found,13
security,common,10
security,important,17
security,case,14
security,cases,13
security,resource,15
security,lightweight,15
security,encryption,27
security,critical,21
security,enhance,10
security,supports,12
security,all,23
security,levels,13
security,architecture,19
security,high,26
security,terms,23
security,ensure,26
security,power,12
security,entities,10
security,limited,14
security,authors,22
security,presented,19
security,one,31
security,capacity,12
security,resources,16
security,images,14
security,first,11
security,no,10
security,systematic,12
security,need,20
security,emerging,12
security,studies,14
security,but,16
security,image,11
security,challenges,40
security,further,16
security,best,13
security,experimental,20
security,test,11
security,achieved,10
security,file,10
security,overcome,13
security,taken,10
security,three,10
security,widely,12
security,especially,13
security,service,26
security,form,13
security,development,22
security,develop,10
security,work,33
security,perform,13
security,pandemic,10
security,become,22
security,during,24
security,integration,14
security,employed,12
security,without,13
security,could,12
security,virtual,10
security,well,21
security,solutions,23
security,future,17
security,intelligent,13
security,play,11
security,where,14
security,promising,10
security,importance,14
security,both,15
security,value,15
security,detection,10
security,etc,12
security,hence,13
security,along,11
security,number,22
security,should,10
security,consider,11
security,measures,14
security,scenarios,10
security,implement,11
security,scenario,13
security,towards,11
security,particular,10
security,rapid,11
security,licensee,11
security,switzerland,13
security,mdpi,11
security,basel,11
security,providing,13
security,generated,10
edge computing,management,13
edge computing,an,31
edge computing,results,16
edge computing,has,17
edge computing,on,31
edge computing,network,26
edge computing,designed,10
edge computing,data,26
edge computing,internet,21
edge computing,computing,37
edge computing,is,27
edge computing,such,21
edge computing,present,10
edge computing,networks,11
edge computing,usage,11
edge computing,sensors,13
edge computing,the,37
edge computing,of,37
edge computing,can,19
edge computing,to,37
edge computing,which,16
edge computing,provide,11
edge computing,consumption,15
edge computing,for,33
edge computing,that,27
edge computing,in,36
edge computing,as,29
edge computing,applications,23
edge computing,monitoring,16
edge computing,and,37
edge computing,performance,13
edge computing,we,19
edge computing,used,10
edge computing,iot,21
edge computing,things,20
edge computing,ieee,12
edge computing,into,10
edge computing,our,14
edge computing,this,36
edge computing,edge,37
edge computing,however,18
edge computing,energy,19
edge computing,framework,11
edge computing,finally,11
edge computing,security,12
edge computing,approach,17
edge computing,novel,11
edge computing,be,19
edge computing,by,28
edge computing,are,22
edge computing,paper,22
edge computing,healthcare,15
edge computing,based,15
edge computing,devices,17
edge computing,proposed,27
edge computing,have,15
edge computing,their,12
edge computing,solutions,11
edge computing,terms,10
edge computing,with,24
edge computing,systems,22
edge computing,it,13
edge computing,more,10
edge computing,development,12
edge computing,information,10
edge computing,at,13
edge computing,learning,11
edge computing,provides,12
edge computing,solution,11
edge computing,system,19
edge computing,also,12
edge computing,processing,16
edge computing,or,13
edge computing,using,23
edge computing,intelligence,10
edge computing,smart,18
edge computing,artificial,10
edge computing,these,14
edge computing,remote,12
edge computing,services,12
edge computing,technology,12
edge computing,scenarios,10
edge computing,authors,10
edge computing,addition,10
edge computing,moreover,11
edge computing,from,15
edge computing,not,12
edge computing,requirements,11
edge computing,fog,12
edge computing,cloud,21
edge computing,use,17
edge computing,technologies,11
edge computing,health,14
edge computing,latency,12
health information system,professionals,10
health information system,new,13
health information system,the,46
health information system,we,10
health information system,information,46
health information system,of,46
health information system,at,13
health information system,to,46
health information system,their,15
health information system,are,30
health information system,results,27
health information system,when,10
health information system,on,36
health information system,collected,12
health information system,using,19
health information system,data,35
health information system,technology,20
health information system,systems,35
health information system,different,14
health information system,in,46
health information system,medical,11
health information system,such,23
health information system,health,46
health information system,as,33
health information system,user,12
health information system,work,10
health information system,use,34
health information system,system,46
health information system,and,46
health information system,from,25
health information system,management,21
health information system,an,34
health information system,were,26
health information system,is,37
health information system,it,24
health information system,study,31
health information system,healthcare,29
health information system,based,15
health information system,provide,13
health information system,for,38
health information system,all,16
health information system,limited,12
health information system,improve,16
health information system,factors,18
health information system,used,16
health information system,patients,18
health information system,services,13
health information system,author,10
health information system,implementation,11
health information system,this,41
health information system,conducted,11
health information system,methods,15
health information system,with,39
health information system,analysis,15
health information system,approach,15
health information system,challenges,13
health information system,other,11
health information system,care,16
health information system,be,20
health information system,purpose,10
health information system,was,28
health information system,has,24
health information system,online,12
health information system,impact,11
health information system,more,15
health information system,can,24
health information system,which,17
health information system,that,39
health information system,need,13
health information system,hospitals,12
health information system,hospital,10
health information system,methodology,10
health information system,out,11
health information system,research,25
health information system,but,11
health information system,his,11
health information system,by,29
health information system,effect,10
health information system,total,10
health information system,quality,17
health information system,decision,10
health information system,have,20
health information system,performance,11
health information system,both,11
health information system,or,10
health information system,however,14
health information system,one,11
health information system,about,11
health information system,usability,10
health information system,support,11
health information system,through,19
health information system,participants,10
health information system,model,16
health information system,development,11
health information system,these,15
health information system,clinical,11
health information system,studies,10
health information system,its,18
health information system,not,15
health information system,also,16
health information system,global,11
health information system,electronic,13
health information system,improving,11
health information system,physicians,11
health information system,paper,15
health information system,design,17
health information system,been,14
health information system,proposed,13
health information system,records,13
health information system,two,10
health information system,access,12
acceptability,was,10
acceptability,an,10
acceptability,results,13
acceptability,on,11
acceptability,study,10
acceptability,the,13
acceptability,of,13
acceptability,to,13
acceptability,for,11
acceptability,in,13
acceptability,and,13
acceptability,use,11
acceptability,this,12
acceptability,health,11
acceptability,by,12
performance evaluation,evaluation,10
performance evaluation,is,10
performance evaluation,the,10
performance evaluation,of,10
performance evaluation,to,10
performance evaluation,in,10
performance evaluation,and,10
performance evaluation,performance,10
performance evaluation,this,10
online health community,support,14
online health community,an,13
online health community,is,14
online health community,study,15
online health community,online,19
online health community,the,19
online health community,of,19
online health community,to,19
online health community,for,17
online health community,in,19
online health community,communities,18
online health community,social,13
online health community,and,19
online health community,community,19
online health community,use,12
online health community,this,19
online health community,with,14
online health community,health,19
online health community,results,14
online health community,on,18
online health community,from,13
online health community,can,10
online health community,that,17
online health community,as,10
online health community,these,11
online health community,be,10
online health community,ohcs,10
online health community,we,11
online health community,information,11
online health community,analysis,10
online health community,by,10
social support,support,27
social support,an,20
social support,are,14
social support,communication,12
social support,is,20
social support,study,19
social support,online,19
social support,impact,11
social support,between,11
social support,the,27
social support,of,27
social support,to,27
social support,how,16
social support,for,25
social support,in,27
social support,communities,15
social support,have,14
social support,social,27
social support,emotional,11
social support,and,27
social support,their,14
social support,community,15
social support,use,25
social support,this,24
social support,research,13
social support,using,10
social support,methods,12
social support,with,24
social support,health,23
social support,paper,10
social support,on,20
social support,may,10
social support,based,10
social support,as,15
social support,we,17
social support,users,13
social support,our,11
social support,digital,10
social support,from,16
social support,provide,12
social support,that,17
social support,who,13
social support,these,10
social support,also,11
social support,analysis,11
social support,results,13
social support,by,15
social support,network,10
social support,engagement,10
tmis,an,27
tmis,are,17
tmis,has,28
tmis,medicine,23
tmis,authentication,34
tmis,communication,13
tmis,science,13
tmis,propose,14
tmis,internet,12
tmis,systems,24
tmis,is,34
tmis,channel,10
tmis,show,10
tmis,medical,27
tmis,therefore,11
tmis,based,11
tmis,model,14
tmis,the,34
tmis,of,34
tmis,information,34
tmis,can,16
tmis,to,34
tmis,springer,11
tmis,tool,10
tmis,for,34
tmis,part,11
tmis,that,28
tmis,in,30
tmis,proposed,32
tmis,as,21
tmis,system,22
tmis,and,34
tmis,curve,14
tmis,performance,12
tmis,these,10
tmis,we,23
tmis,patients,24
tmis,services,17
tmis,users,10
tmis,use,12
tmis,our,13
tmis,telecare,34
tmis,elliptic,14
tmis,using,28
tmis,with,30
tmis,security,33
tmis,analysis,14
tmis,be,14
tmis,records,11
tmis,protocol,16
tmis,attacks,25
tmis,efficiency,10
tmis,on,19
tmis,data,18
tmis,been,16
tmis,efficient,20
tmis,through,12
tmis,such,14
tmis,secure,19
tmis,healthcare,14
tmis,key,25
tmis,new,11
tmis,not,16
tmis,which,16
tmis,provide,12
tmis,various,14
tmis,anonymity,11
tmis,many,11
tmis,have,19
tmis,two,10
tmis,agreement,18
tmis,their,12
tmis,this,32
tmis,related,11
tmis,recently,13
tmis,health,13
tmis,anonymous,11
tmis,by,21
tmis,schemes,13
tmis,password,11
tmis,al,12
tmis,it,18
tmis,hash,10
tmis,scheme,26
tmis,privacy,15
tmis,also,18
tmis,compared,10
tmis,et,12
tmis,public,15
tmis,attack,12
tmis,biometrics,13
tmis,paper,17
tmis,server,15
tmis,electronic,10
tmis,access,10
tmis,only,11
tmis,user,18
tmis,more,13
tmis,from,10
tmis,its,11
tmis,provides,12
tmis,or,10
tmis,all,11
tmis,but,12
monitoring,an,11
monitoring,on,11
monitoring,the,15
monitoring,of,15
monitoring,to,15
monitoring,for,14
monitoring,in,15
monitoring,as,10
monitoring,and,15
monitoring,use,11
monitoring,this,13
monitoring,with,11
monitoring,by,11
monitoring,was,10
monitoring,that,12
monitoring,is,10
sensors,sensing,11
sensors,an,23
sensors,wireless,10
sensors,has,22
sensors,on,30
sensors,communication,12
sensors,data,31
sensors,been,12
sensors,internet,15
sensors,medical,18
sensors,such,22
sensors,smart,10
sensors,study,10
sensors,healthcare,22
sensors,based,14
sensors,from,30
sensors,its,11
sensors,the,40
sensors,of,40
sensors,can,22
sensors,to,40
sensors,for,38
sensors,wearable,13
sensors,in,40
sensors,sensor,24
sensors,as,28
sensors,monitoring,25
sensors,system,22
sensors,and,40
sensors,we,22
sensors,things,15
sensors,remote,19
sensors,high,11
sensors,services,11
sensors,use,29
sensors,this,39
sensors,device,10
sensors,using,16
sensors,with,27
sensors,be,30
sensors,by,26
sensors,technology,19
sensors,management,11
sensors,field,10
sensors,systems,18
sensors,through,14
sensors,is,37
sensors,it,14
sensors,development,14
sensors,devices,23
sensors,that,33
sensors,applications,13
sensors,many,10
sensors,mobile,17
sensors,these,16
sensors,their,16
sensors,monitor,10
sensors,authors,15
sensors,however,10
sensors,health,28
sensors,are,27
sensors,patient,16
sensors,user,10
sensors,at,11
sensors,proposed,13
sensors,all,11
sensors,iot,17
sensors,application,11
sensors,research,16
sensors,technologies,23
sensors,other,11
sensors,results,18
sensors,paper,16
sensors,which,18
sensors,have,17
sensors,used,12
sensors,methods,13
sensors,digital,14
sensors,patients,12
sensors,objective,11
sensors,care,13
sensors,design,11
sensors,or,13
sensors,required,10
sensors,work,11
sensors,implementation,10
sensors,different,10
sensors,basel,10
sensors,presents,10
smart healthcare,an,30
smart healthcare,has,16
smart healthcare,on,31
smart healthcare,network,13
smart healthcare,communication,10
smart healthcare,data,31
smart healthcare,been,15
smart healthcare,internet,25
smart healthcare,medical,18
smart healthcare,such,16
smart healthcare,smart,36
smart healthcare,study,12
smart healthcare,healthcare,36
smart healthcare,based,24
smart healthcare,sensors,12
smart healthcare,more,17
smart healthcare,from,23
smart healthcare,the,36
smart healthcare,of,36
smart healthcare,can,20
smart healthcare,to,36
smart healthcare,for,36
smart healthcare,wearable,10
smart healthcare,in,36
smart healthcare,as,22
smart healthcare,monitoring,16
smart healthcare,system,24
smart healthcare,and,36
smart healthcare,we,20
smart healthcare,also,11
smart healthcare,human,10
smart healthcare,things,25
smart healthcare,remote,15
smart healthcare,high,11
smart healthcare,services,15
smart healthcare,developed,12
smart healthcare,use,21
smart healthcare,this,34
smart healthcare,using,21
smart healthcare,with,29
smart healthcare,be,21
smart healthcare,by,24
smart healthcare,technology,11
smart healthcare,patient,13
smart healthcare,systems,15
smart healthcare,computing,13
smart healthcare,that,25
smart healthcare,proposed,23
smart healthcare,used,12
smart healthcare,patients,14
smart healthcare,application,10
smart healthcare,research,13
smart healthcare,however,11
smart healthcare,framework,13
smart healthcare,different,10
smart healthcare,are,30
smart healthcare,results,14
smart healthcare,paper,14
smart healthcare,is,30
smart healthcare,it,19
smart healthcare,at,12
smart healthcare,various,16
smart healthcare,many,11
smart healthcare,have,20
smart healthcare,health,26
smart healthcare,care,12
smart healthcare,efficiency,10
smart healthcare,over,14
smart healthcare,devices,13
smart healthcare,all,12
smart healthcare,hospitals,10
smart healthcare,these,14
smart healthcare,or,16
smart healthcare,analysis,11
smart healthcare,model,12
smart healthcare,applications,13
smart healthcare,iot,19
smart healthcare,requirements,10
smart healthcare,performance,12
smart healthcare,information,15
smart healthcare,learning,12
smart healthcare,cloud,12
smart healthcare,machine,10
smart healthcare,provides,11
smart healthcare,several,11
smart healthcare,management,12
smart healthcare,which,19
smart healthcare,technologies,11
wearable sensor,the,11
wearable sensor,of,11
wearable sensor,to,11
wearable sensor,for,11
wearable sensor,wearable,11
wearable sensor,in,11
wearable sensor,sensor,11
wearable sensor,and,11
wearable sensor,with,11
wearable sensor,is,10
wearable sensor,that,10
wearable sensors,was,22
wearable sensors,results,23
wearable sensors,were,19
wearable sensors,body,10
wearable sensors,design,10
wearable sensors,is,47
wearable sensors,medical,20
wearable sensors,work,11
wearable sensors,sensors,54
wearable sensors,the,54
wearable sensors,of,54
wearable sensors,can,21
wearable sensors,to,54
wearable sensors,for,54
wearable sensors,wearable,54
wearable sensors,that,40
wearable sensors,in,54
wearable sensors,goal,12
wearable sensors,applications,11
wearable sensors,system,27
wearable sensors,monitoring,33
wearable sensors,and,54
wearable sensors,these,18
wearable sensors,used,24
wearable sensors,use,41
wearable sensors,this,50
wearable sensors,using,34
wearable sensors,however,16
wearable sensors,health,29
wearable sensors,with,49
wearable sensors,be,32
wearable sensors,technology,18
wearable sensors,time,19
wearable sensors,an,45
wearable sensors,on,42
wearable sensors,data,35
wearable sensors,continuous,12
wearable sensors,systems,19
wearable sensors,through,13
wearable sensors,it,17
wearable sensors,study,22
wearable sensors,more,20
wearable sensors,from,30
wearable sensors,between,15
wearable sensors,physical,10
wearable sensors,information,14
wearable sensors,devices,13
wearable sensors,learning,17
wearable sensors,potential,12
wearable sensors,mobile,13
wearable sensors,we,27
wearable sensors,their,24
wearable sensors,activity,11
wearable sensors,into,10
wearable sensors,our,11
wearable sensors,authors,16
wearable sensors,by,34
wearable sensors,are,31
wearable sensors,patient,19
wearable sensors,such,12
wearable sensors,participants,10
wearable sensors,healthcare,18
wearable sensors,over,11
wearable sensors,not,14
wearable sensors,they,10
wearable sensors,disease,12
wearable sensors,as,32
wearable sensors,have,26
wearable sensors,two,11
wearable sensors,remote,17
wearable sensors,author,13
wearable sensors,or,19
wearable sensors,methods,11
wearable sensors,approach,10
wearable sensors,care,14
wearable sensors,population,11
wearable sensors,at,20
wearable sensors,daily,10
wearable sensors,patients,23
wearable sensors,smartphone,12
wearable sensors,while,10
wearable sensors,standard,11
wearable sensors,paper,20
wearable sensors,evaluation,14
wearable sensors,may,14
wearable sensors,based,23
wearable sensors,model,13
wearable sensors,new,16
wearable sensors,which,18
wearable sensors,four,10
wearable sensors,uses,11
wearable sensors,signal,13
wearable sensors,proposed,15
wearable sensors,performance,11
wearable sensors,also,13
wearable sensors,iot,11
wearable sensors,processing,10
wearable sensors,technologies,12
wearable sensors,other,13
wearable sensors,been,10
wearable sensors,heart,10
wearable sensors,its,10
wearable sensors,rate,10
wearable sensors,all,13
wearable sensors,during,14
wearable sensors,application,11
wearable sensors,quality,10
wearable sensors,home,10
wearable sensors,measurement,15
wearable sensors,device,15
wearable sensors,subjects,10
wearable sensors,has,18
wearable sensors,than,10
wearable sensors,sensor,25
wearable sensors,implementation,11
wearable sensors,clinical,11
wearable sensors,obtained,10
wearable sensors,most,10
wearable sensors,novel,10
wearable sensors,accuracy,11
wearable sensors,energy,11
wearable sensors,ieee,10
wearable sensors,but,10
wearable sensors,basel,10
telepsychiatry,was,10
telepsychiatry,the,10
telepsychiatry,of,10
telepsychiatry,to,10
telepsychiatry,for,10
telepsychiatry,and,10
telepsychiatry,this,10
e-health,interviews,14
e-health,awareness,10
e-health,was,95
e-health,support,60
e-health,policy,10
e-health,resources,19
e-health,were,93
e-health,method,41
e-health,on,234
e-health,therapy,16
e-health,data,170
e-health,evaluation,41
e-health,perspectives,11
e-health,positive,22
e-health,showed,25
e-health,conclusion,23
e-health,through,66
e-health,is,260
e-health,participants,30
e-health,it,145
e-health,study,134
e-health,perceptions,14
e-health,professionals,18
e-health,infrastructure,14
e-health,the,299
e-health,of,299
e-health,they,55
e-health,to,299
e-health,how,47
e-health,in,293
e-health,had,19
e-health,pandemic,14
e-health,all,69
e-health,provided,31
e-health,if,24
e-health,could,30
e-health,as,195
e-health,have,117
e-health,access,44
e-health,system,147
e-health,background,26
e-health,and,299
e-health,good,10
e-health,regarding,21
e-health,their,128
e-health,used,108
e-health,during,43
e-health,emerging,19
e-health,some,47
e-health,implementation,40
e-health,availability,14
e-health,reserved,26
e-health,use,201
e-health,this,276
e-health,knowledge,23
e-health,findings,39
e-health,conducted,45
e-health,qualitative,22
e-health,appropriate,11
e-health,collected,37
e-health,using,144
e-health,practice,15
e-health,with,234
e-health,standards,17
e-health,security,50
e-health,approach,82
e-health,rights,28
e-health,experience,31
e-health,care,71
e-health,be,161
e-health,technology,106
e-health,by,224
e-health,trust,12
e-health,practical,20
e-health,time,56
e-health,an,211
e-health,are,191
e-health,modern,14
e-health,software,24
e-health,sensitive,19
e-health,nature,39
e-health,designing,12
e-health,organizations,13
e-health,patient,83
e-health,network,62
e-health,significant,36
e-health,field,41
e-health,yet,13
e-health,internet,97
e-health,design,65
e-health,computing,50
e-health,medical,103
e-health,such,108
e-health,industry,16
e-health,present,37
e-health,secure,30
e-health,healthcare,120
e-health,user,63
e-health,scheme,16
e-health,usage,26
e-health,memory,10
e-health,neural,13
e-health,model,59
e-health,information,119
e-health,combines,10
e-health,encryption,16
e-health,large,11
e-health,provide,82
e-health,practitioners,11
e-health,flexible,13
e-health,springer,42
e-health,perform,21
e-health,for,276
e-health,up,16
e-health,that,242
e-health,via,23
e-health,mechanism,15
e-health,privacy,39
e-health,proposed,79
e-health,cloud,43
e-health,comprehensive,24
e-health,electronic,44
e-health,many,38
e-health,solution,40
e-health,under,35
e-health,made,20
e-health,presents,46
e-health,performance,68
e-health,we,139
e-health,better,41
e-health,algorithm,31
e-health,scenario,12
e-health,offers,11
e-health,author,43
e-health,exclusive,10
e-health,society,14
e-health,researchers,16
e-health,our,69
e-health,concerns,15
e-health,optimization,11
e-health,aspects,13
e-health,enhanced,16
e-health,studies,45
e-health,ltd,23
e-health,public,26
e-health,available,32
e-health,when,52
e-health,research,97
e-health,challenge,12
e-health,advanced,20
e-health,benefit,10
e-health,terms,27
e-health,methods,61
e-health,but,46
e-health,approaches,19
e-health,health,186
e-health,evaluate,30
e-health,challenges,44
e-health,other,48
e-health,growing,14
e-health,records,31
e-health,allows,34
e-health,increase,23
e-health,results,140
e-health,has,125
e-health,value,17
e-health,early,17
e-health,been,80
e-health,requirements,24
e-health,propose,46
e-health,quality,47
e-health,systems,124
e-health,efficient,33
e-health,show,61
e-health,transmission,19
e-health,leading,14
e-health,work,53
e-health,based,112
e-health,determine,20
e-health,real,27
e-health,factor,11
e-health,more,82
e-health,without,35
e-health,first,31
e-health,technological,21
e-health,critical,25
e-health,consumption,16
e-health,rate,25
e-health,decision,16
e-health,way,19
e-health,applications,82
e-health,improve,56
e-health,monitoring,68
e-health,second,13
e-health,taken,13
e-health,these,97
e-health,reliable,24
e-health,iot,64
e-health,elsevier,26
e-health,patients,107
e-health,things,68
e-health,remote,45
e-health,several,36
e-health,high,37
e-health,order,51
e-health,since,28
e-health,optimal,18
e-health,services,97
e-health,especially,26
e-health,consideration,10
e-health,technique,13
e-health,most,60
e-health,being,27
e-health,level,33
e-health,energy,20
e-health,recently,11
e-health,concept,15
e-health,while,56
e-health,about,34
e-health,state,27
e-health,selection,10
e-health,management,53
e-health,simple,16
e-health,institutions,11
e-health,identification,13
e-health,carried,12
e-health,problem,27
e-health,connected,13
e-health,issue,11
e-health,continuous,10
e-health,numerous,10
e-health,there,50
e-health,doctor,11
e-health,impact,37
e-health,its,63
e-health,from,158
e-health,at,74
e-health,technical,12
e-health,can,138
e-health,indicated,14
e-health,various,46
e-health,behavior,18
e-health,recommendations,10
e-health,reliability,13
e-health,random,10
e-health,towards,16
e-health,multiple,27
e-health,important,27
e-health,hospitals,19
e-health,crucial,17
e-health,sector,17
e-health,platforms,20
e-health,factors,39
e-health,storage,21
e-health,survey,40
e-health,provision,12
e-health,issues,35
e-health,outcomes,16
e-health,current,34
e-health,barriers,16
e-health,service,46
e-health,adoption,30
e-health,utilization,27
e-health,conditions,28
e-health,acceptance,14
e-health,out,22
e-health,ict,13
e-health,integrity,12
e-health,tracking,11
e-health,however,77
e-health,toward,12
e-health,will,43
e-health,communications,25
e-health,analysis,74
e-health,addition,28
e-health,own,10
e-health,accurate,13
e-health,paper,143
e-health,traditional,20
e-health,communication,74
e-health,science,41
e-health,significantly,28
e-health,influence,21
e-health,llc,22
e-health,business,27
e-health,online,38
e-health,which,122
e-health,common,20
e-health,part,45
e-health,limited,31
e-health,media,32
e-health,then,28
e-health,identify,24
e-health,also,92
e-health,would,23
e-health,still,13
e-health,low,29
e-health,precision,11
e-health,or,89
e-health,higher,18
e-health,where,17
e-health,should,28
e-health,doctors,13
e-health,demand,16
e-health,language,19
e-health,validate,15
e-health,like,20
e-health,novel,30
e-health,identified,16
e-health,according,17
e-health,increased,27
e-health,review,22
e-health,particular,26
e-health,inc,12
e-health,strategies,15
e-health,advantages,14
e-health,new,66
e-health,not,76
e-health,making,19
e-health,environments,20
e-health,consequences,11
e-health,disease,27
e-health,interventions,13
e-health,global,12
e-health,primary,15
e-health,help,32
e-health,telehealth,10
e-health,interest,17
e-health,aim,22
e-health,general,26
e-health,technologies,70
e-health,mental,18
e-health,only,38
e-health,recent,25
e-health,utilizing,15
e-health,improving,23
e-health,supporting,20
e-health,activities,13
e-health,associated,11
e-health,situations,16
e-health,dataset,12
e-health,designed,34
e-health,average,15
e-health,heart,16
e-health,vital,28
e-health,home,24
e-health,than,30
e-health,development,58
e-health,accuracy,26
e-health,living,15
e-health,no,18
e-health,helps,11
e-health,transmitted,10
e-health,daily,21
e-health,life,20
e-health,learning,35
e-health,due,36
e-health,detection,30
e-health,specific,34
e-health,specifically,20
e-health,provides,42
e-health,social,28
e-health,cost,29
e-health,integrated,19
e-health,solutions,41
e-health,case,40
e-health,machine,27
e-health,processing,29
e-health,monitor,21
e-health,healthy,17
e-health,device,21
e-health,introduction,13
e-health,increasing,35
e-health,presented,37
e-health,autonomy,15
e-health,reduce,27
e-health,reducing,14
e-health,finally,26
e-health,after,21
e-health,recognition,12
e-health,one,54
e-health,currently,16
e-health,population,30
e-health,blockchain,15
e-health,years,38
e-health,assessment,15
e-health,images,10
e-health,networks,41
e-health,sensors,57
e-health,over,41
e-health,between,70
e-health,extended,10
e-health,solve,13
e-health,providers,17
e-health,discuss,12
e-health,enable,27
e-health,aims,25
e-health,radio,10
e-health,papers,10
e-health,multimedia,10
e-health,demonstrate,11
e-health,light,10
e-health,including,38
e-health,mobile,57
e-health,two,31
e-health,additional,13
e-health,both,43
e-health,human,29
e-health,moreover,41
e-health,limitations,24
e-health,application,79
e-health,suitable,11
e-health,variety,18
e-health,enabling,11
e-health,major,20
e-health,domains,15
e-health,role,27
e-health,examine,10
e-health,future,32
e-health,cases,18
e-health,article,40
e-health,related,39
e-health,promising,14
e-health,authors,51
e-health,already,11
e-health,cognitive,11
e-health,within,26
e-health,tools,23
e-health,behavioral,14
e-health,tested,25
e-health,considered,28
e-health,effective,24
e-health,thus,19
e-health,interaction,20
e-health,automatic,11
e-health,platform,39
e-health,context,33
e-health,ieee,53
e-health,personal,33
e-health,address,22
e-health,proposes,28
e-health,makes,10
e-health,treatment,36
e-health,achieved,15
e-health,core,14
e-health,diagnosis,19
e-health,best,21
e-health,simulation,15
e-health,less,11
e-health,therefore,31
e-health,possible,29
e-health,known,11
e-health,uses,33
e-health,times,11
e-health,furthermore,26
e-health,sharing,20
e-health,them,43
e-health,share,13
e-health,each,32
e-health,others,18
e-health,ensure,12
e-health,play,15
e-health,existing,38
e-health,computational,16
e-health,respectively,14
e-health,enables,16
e-health,providing,35
e-health,protocol,13
e-health,attacks,18
e-health,analyzing,10
e-health,form,11
e-health,features,32
e-health,classifier,10
e-health,contact,10
e-health,control,31
e-health,devices,57
e-health,enhance,18
e-health,decisions,10
e-health,measurement,13
e-health,sensor,36
e-health,risk,25
e-health,shown,13
e-health,become,36
e-health,activity,12
e-health,increasingly,10
e-health,make,20
e-health,app,23
e-health,very,18
e-health,users,69
e-health,environment,20
e-health,experimental,15
e-health,estimate,11
e-health,obtained,29
e-health,apps,16
e-health,smartphone,15
e-health,different,56
e-health,costs,11
e-health,assess,12
e-health,understanding,13
e-health,prediction,12
e-health,models,18
e-health,key,30
e-health,hence,11
e-health,evaluating,12
e-health,validated,10
e-health,overall,15
e-health,three,32
e-health,hospital,34
e-health,literature,15
e-health,those,14
e-health,five,11
e-health,developed,61
e-health,essential,11
e-health,improved,29
e-health,required,23
e-health,another,16
e-health,experts,10
e-health,digital,35
e-health,prevent,10
e-health,efficiency,26
e-health,publishing,14
e-health,world,21
e-health,intelligence,10
e-health,may,41
e-health,resource,14
e-health,across,13
e-health,artificial,13
e-health,structure,10
e-health,aid,11
e-health,include,13
e-health,server,12
e-health,same,16
e-health,single,13
e-health,characteristics,15
e-health,architecture,41
e-health,record,20
e-health,database,17
e-health,complexity,10
e-health,scientific,13
e-health,framework,51
e-health,track,13
e-health,achieve,14
e-health,must,17
e-health,people,35
e-health,body,34
e-health,smart,51
e-health,components,16
e-health,main,27
e-health,assist,10
e-health,offer,14
e-health,techniques,26
e-health,compared,25
e-health,greater,10
e-health,range,13
e-health,smartphones,11
e-health,methodology,33
e-health,classification,16
e-health,areas,12
e-health,so,13
e-health,feedback,14
e-health,given,20
e-health,any,22
e-health,require,11
e-health,well,41
e-health,changes,12
e-health,types,19
e-health,content,14
e-health,do,15
e-health,initial,12
e-health,parameters,19
e-health,wireless,47
e-health,interoperability,17
e-health,wearable,15
e-health,among,54
e-health,potential,35
e-health,into,51
e-health,introduces,10
e-health,classify,13
e-health,domain,20
e-health,consists,14
e-health,number,42
e-health,choice,11
e-health,published,11
e-health,following,12
e-health,transfer,11
e-health,tasks,19
e-health,objective,25
e-health,effectiveness,19
e-health,process,50
e-health,problems,28
e-health,purpose,33
e-health,found,25
e-health,satisfaction,18
e-health,implications,21
e-health,open,12
e-health,mechanisms,15
e-health,whether,16
e-health,accessible,12
e-health,few,18
e-health,settings,18
e-health,usability,37
e-health,intervention,23
e-health,reported,14
e-health,task,13
e-health,need,36
e-health,experiences,16
e-health,often,13
e-health,perceived,15
e-health,follow,10
e-health,effects,16
e-health,individual,10
e-health,prevention,15
e-health,explore,20
e-health,age,20
e-health,analyzed,24
e-health,group,19
e-health,similar,13
e-health,power,17
e-health,blood,18
e-health,levels,18
e-health,algorithms,20
e-health,focuses,13
e-health,understand,25
e-health,focus,28
e-health,four,25
e-health,objectives,13
e-health,delivery,15
e-health,indicate,14
e-health,demonstrated,12
e-health,conclusions,16
e-health,statistics,11
e-health,aimed,15
e-health,ability,18
e-health,test,12
e-health,engagement,14
e-health,further,30
e-health,testing,13
e-health,useful,22
e-health,automated,11
e-health,women,13
e-health,although,19
e-health,take,11
e-health,improvement,17
e-health,individuals,17
e-health,total,14
e-health,facilitate,11
e-health,web,17
e-health,education,14
e-health,frequency,11
e-health,requires,19
e-health,investigate,21
e-health,type,18
e-health,effect,13
e-health,evaluated,26
e-health,setting,12
e-health,area,36
e-health,countries,20
